Year,Value,Units,Series
1990,0.81,CO2_EMIS,EN_ATM_GHGT_AIP
1991,0.78499586190514,CO2_EMIS,EN_ATM_GHGT_AIP
1992,0.7748076529339,CO2_EMIS,EN_ATM_GHGT_AIP
1993,0.66405315203216,CO2_EMIS,EN_ATM_GHGT_AIP
1994,0.68695053193825,CO2_EMIS,EN_ATM_GHGT_AIP
1995,0.67713494787723,CO2_EMIS,EN_ATM_GHGT_AIP
1996,0.69750391122653,CO2_EMIS,EN_ATM_GHGT_AIP
1997,0.69333302655373,CO2_EMIS,EN_ATM_GHGT_AIP
1998,0.73803183006083,CO2_EMIS,EN_ATM_GHGT_AIP
1999,0.76956590160124,CO2_EMIS,EN_ATM_GHGT_AIP
2000,0.80899266711242,CO2_EMIS,EN_ATM_GHGT_AIP
2001,0.98616687273745,CO2_EMIS,EN_ATM_GHGT_AIP
2002,0.93749966765133,CO2_EMIS,EN_ATM_GHGT_AIP
2003,0.94314854688244,CO2_EMIS,EN_ATM_GHGT_AIP
2004,0.94653015834074,CO2_EMIS,EN_ATM_GHGT_AIP
2005,0.94525621564841,CO2_EMIS,EN_ATM_GHGT_AIP
2006,0.93234406616516,CO2_EMIS,EN_ATM_GHGT_AIP
2007,0.95979412872527,CO2_EMIS,EN_ATM_GHGT_AIP
2008,0.89239197402528,CO2_EMIS,EN_ATM_GHGT_AIP
2009,0.92375456502523,CO2_EMIS,EN_ATM_GHGT_AIP
2010,1.00081558658348,CO2_EMIS,EN_ATM_GHGT_AIP
2011,0.88222215250949,CO2_EMIS,EN_ATM_GHGT_AIP
2012,0.97447244775144,CO2_EMIS,EN_ATM_GHGT_AIP
2013,0.95219648536849,CO2_EMIS,EN_ATM_GHGT_AIP
2014,0.99043285202834,CO2_EMIS,EN_ATM_GHGT_AIP
2015,0.96985247285307,CO2_EMIS,EN_ATM_GHGT_AIP
2016,0.9784196323454,CO2_EMIS,EN_ATM_GHGT_AIP
2017,1.14918085334615,CO2_EMIS,EN_ATM_GHGT_AIP
2018,1.24384747592317,CO2_EMIS,EN_ATM_GHGT_AIP
2019,1.2931245260821,CO2_EMIS,EN_ATM_GHGT_AIP
2020,1.33149617227421,CO2_EMIS,EN_ATM_GHGT_AIP
2021,1.33904873665974,CO2_EMIS,EN_ATM_GHGT_AIP
